ID;Name;Designator;Footprint;Quantity;Manufacturer Part;Manufacturer;Supplier;Supplier Part;Price
1;SIPM 3MM;D1;MICROFC−30035−SMT;1;MICROFC-30035-SMT-TR;ON Semiconductor;Mouser;863-MFC30035SMTTR;
